Date,Open,High,Low,Close,Adj Close,Volume
1980-12-08,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.09987378865480423,469033600
1980-12-15,0.12221000343561172,0.12667399644851685,0.11272300034761429,0.12611599266529083,0.09813699126243591,490134400
1980-12-22,0.1322540044784546,0.15904000401496887,0.1322540044784546,0.15848200023174286,0.1233225166797638,187891200
1980-12-29,0.16071400046348572,0.16127200424671173,0.1523440033197403,0.15401799976825714,0.11984889209270477,219452800
1981-01-05,0.15122799575328827,0.15122799575328827,0.13504500687122345,0.14229899644851685,0.11072973161935806,197904000
1981-01-12,0.14229899644851685,0.14229899644851685,0.13616099953651428,0.13839299976825714,0.10769034177064896,88502400
1981-01-19,0.14676299691200256,0.1478790044784546,0.14229899644851685,0.14620499312877655,0.11376921087503433,134332800
1981-01-26,0.1445309966802597,0.1445309966802597,0.12611599266529083,0.12611599266529083,0.09813699126243591,166588800
1981-02-02,0.11941999942064285,0.1289059966802597,0.11886200308799744,0.1283479928970337,0.09987378865480423,92579200
1981-02-09,0.12276799976825714,0.12276799976825714,0.11383900046348572,0.11383900046348572,0.08858364075422287,74659200
1981-02-16,0.11662899702787399,0.12276799976825714,0.10825899988412857,0.10825899988412857,0.084241583943367,78198400
1981-02-23,0.10993299633264542,0.11941999942064285,0.10602699965238571,0.11830399930477142,0.09205808490514755,76182400
1981-03-02,0.11886200308799744,0.11941999942064285,0.11439699679613113,0.11439699679613113,0.0890178307890892,58620800
1981-03-09,0.10602699965238571,0.10602699965238571,0.09653999656438828,0.09933000057935715,0.0772935152053833,364112000
1981-03-16,0.10323700308799744,0.11607100069522858,0.10323700308799744,0.11495500057935715,0.08945206552743912,170329600
1981-03-23,0.11941999942064285,0.12053599953651428,0.11049100011587143,0.11049100011587143,0.0859784185886383,81760000
1981-03-30,0.11049100011587143,0.11886200308799744,0.10825899988412857,0.11830399930477142,0.09205808490514755,107856000
1981-04-06,0.11662899702787399,0.125,0.11495500057935715,0.12444200366735458,0.09683439135551453,101404800
1981-04-13,0.12444200366735458,0.125,0.11160700023174286,0.11160700023174286,0.08684681355953217,80640000
1981-04-20,0.11495500057935715,0.13113799691200256,0.11495500057935715,0.12946400046348572,0.10074225068092346,175952000
1981-04-27,0.1289059966802597,0.1289059966802597,0.12444200366735458,0.12667399644851685,0.09857120364904404,113523200
1981-05-04,0.12667399644851685,0.12667399644851685,0.12221000343561172,0.125,0.09726854413747787,68208000
1981-05-11,0.12276799976825714,0.12444200366735458,0.11997800320386887,0.12276799976825714,0.09553174674510956,30934400
1981-05-18,0.125,0.141183003783226,0.12276799976825714,0.140066996216774,0.10899294912815094,106512000
1981-05-25,0.140066996216774,0.1484380066394806,0.13950900733470917,0.1478790044784546,0.1150718480348587,368211200
1981-06-01,0.1478790044784546,0.1484380066394806,0.140625,0.141183003783226,0.10986132174730301,244876800
1981-06-08,0.1367190033197403,0.14732100069522858,0.13616099953651428,0.14508900046348572,0.11290080845355988,303094400
1981-06-15,0.14508900046348572,0.14508900046348572,0.13504500687122345,0.13504500687122345,0.10508508235216141,259145600
1981-06-22,0.13057999312877655,0.1333709955215454,0.1289059966802597,0.13002200424671173,0.1011764407157898,96947200
1981-06-29,0.12667399644851685,0.12667399644851685,0.11495500057935715,0.11495500057935715,0.08945206552743912,247251200
1981-07-06,0.11216499656438828,0.1171879991889,0.09933000057935715,0.09933000057935715,0.0772935152053833,137043200
1981-07-13,0.1015629991889,0.11607100069522858,0.1015629991889,0.11551299691200256,0.08988623321056366,111529600
1981-07-20,0.10825899988412857,0.10825899988412857,0.10100399702787399,0.10714299976825714,0.08337318897247314,141568000
1981-07-27,0.11160700023174286,0.11216499656438828,0.10602699965238571,0.11160700023174286,0.08684681355953217,76540800
1981-08-03,0.11160700023174286,0.11607100069522858,0.11049100011587143,0.11272300034761429,0.08771524578332901,81334400
1981-08-10,0.11272300034761429,0.11272300034761429,0.10212100297212601,0.10212100297212601,0.07946530729532242,149408000
1981-08-17,0.09988799691200256,0.09988799691200256,0.0898440033197403,0.0898440033197403,0.06991197168827057,115606400
1981-08-24,0.08482100069522858,0.09040199965238571,0.08426299691200256,0.0898440033197403,0.06991197168827057,161324800
1981-08-31,0.0898440033197403,0.0976559966802597,0.0898440033197403,0.09096000343561172,0.07078039646148682,150080000
1981-09-07,0.08872800320386887,0.08928599953651428,0.08761200308799744,0.08761200308799744,0.06817514449357986,108326400
1981-09-14,0.08537899702787399,0.08537899702787399,0.07868299633264542,0.07924100011587143,0.0616612583398819,112246400
1981-09-21,0.07979899644851685,0.08035700023174286,0.06361600011587143,0.06361600011587143,0.04950271174311638,177564800
1981-09-28,0.06417399644851685,0.0742190033197403,0.06417399644851685,0.07366099953651428,0.05731920152902603,342585600
1981-10-05,0.07589299976825714,0.08426299691200256,0.07533500343561172,0.08314699679613113,0.06470073759555817,195910400
1981-10-12,0.0859379991889,0.08705399930477142,0.08091499656438828,0.08147300034761429,0.06339811533689499,168425600
1981-10-19,0.08314699679613113,0.08816999942064285,0.08314699679613113,0.08482100069522858,0.06600331515073776,193401600
1981-10-26,0.08482100069522858,0.0898440033197403,0.08482100069522858,0.08928599953651428,0.06947778165340424,240262400
1981-11-02,0.08928599953651428,0.0898440033197403,0.07979899644851685,0.08035700023174286,0.06252969801425934,137065600
1981-11-09,0.08147300034761429,0.08761200308799744,0.08091499656438828,0.08091499656438828,0.06296391785144806,125507200
1981-11-16,0.08035700023174286,0.08537899702787399,0.07979899644851685,0.08482100069522858,0.06600331515073776,165222400
1981-11-23,0.0820309966802597,0.08482100069522858,0.08035700023174286,0.08426299691200256,0.06556914001703262,134915200
1981-11-30,0.08370500057935715,0.08537899702787399,0.08258900046348572,0.08482100069522858,0.06600331515073776,242502400
